objno_deep2,z_pred
12011416,0.5618786910207179
12023279,0.8226255632001306
13017399,1.0254507115335103
12008131,0.4622957307022229
12003729,0.5442247469493039
12003313,0.9802416059755291
11021040,0.7741611583068486
13020559,0.8734056866586826
14029818,0.7845232472434764
13049159,0.680027251916116
13026194,1.088486414013022
13028427,0.7142245761352606
13035570,0.6694225630304559
13018058,0.420619100294254
12005533,0.8007856498562157
12027865,1.1567686843561822
14028737,0.910541736455225
13034892,0.804771379815443
13058802,0.5335987077140203
13034266,0.7945554723022624
12015933,1.3250807602895445
13019356,0.7845232472434764
13043664,0.6707345924222461
13026703,0.8695271542459748
14034435,0.5945417646456868
11045189,0.4968235766714027
12029430,0.3979517995364534
12020460,0.526073869430319
11051190,0.4744525063883817
12020226,1.1032355306731596
13064313,0.9887725504537733
12029047,1.0572697253432033
13064464,0.6695716372249397
14024652,1.1219305417069663
14012814,0.8533836245482511
14021539,0.8533836245482511
13058710,0.42787154968005087
11027452,0.8697807843219649
13026761,0.7379121710011619
13055360,0.8729201105867673
12024872,0.9343644595178582
12021021,0.7845232472434764
11051962,0.3208089510157897
12027965,0.5337062345756687
13051672,0.8565089718294032
11032750,0.45313509603779667
13055272,0.7021715565045429
11101473,0.8807314193802315
11006363,0.8285730214659335
11034334,1.0021611517705489
11033434,0.43693156704324354
14028987,0.7097942387822959
12004729,0.9760421932643809
14018493,0.6208517056877271
13020183,1.1076232719558488
13010247,1.0489932412446057
13003917,0.7845232472434764
12012294,1.1571838520705378
11051724,0.3772789890966764
13032491,0.6181435665008966
12101115,1.3462208323102967
12028825,0.7271545990369191
11040256,0.9837813119992681
14034601,1.1997261113579256
14023103,0.6372662795980498
11015202,0.388206882794278
14011252,0.740830734339624
12028457,0.49098338314713924
12007663,1.0933600450758023
14028119,1.1204282476105603
14007176,0.434401601672463
12025109,1.1182255826102794
14028452,0.6955677498260866
11013937,0.6437395425903173
12017074,0.7380505662683725
14016678,1.0629607410089732
14033288,0.5337650576644604
12029045,0.7231482124669213
13026732,0.8385593410242478
13027026,1.0833384273409141
13025375,0.9597119327939606
13012069,0.5314957261927032
12007621,0.7280278483290763
12016619,0.8520039216523375
12007683,1.0020719347531497
11045638,1.1265007868551906
13005509,0.359756441071629
13032755,0.9639226675079258
12003637,0.9928029269691959
12028626,0.8356855415246959
12032544,0.23521271468736923
14017935,0.7043170258079574
13040732,0.5875585716068799
11044620,0.23674846220046258
13034445,1.1816790546324831
13035996,1.075310444787686
11051648,0.8184237642950507
11046508,0.43060705901559243
12024336,0.9860681785412069
13051230,0.37487826649956196
12009171,0.8844507332841022
12032532,0.9855286685230161
11007823,0.303067568879233
14011560,1.0726228516596203
13019862,0.3481820627687447
13026080,0.8315713070359705
13035330,0.3538095202080457
12029226,0.9550269005013168
12012494,0.49255132362383525
14018277,0.4122476041892708
13040940,1.2635345199398833
13034137,0.9156587822291303
12023760,0.32623038284234923
12028365,0.3831056262615715
11033809,1.1053545786194017
11045168,1.097970525016758
12016592,0.4910076890473412
11007873,0.2996297632815786
13063785,0.6046512795463285
13011113,0.5711175203682082
14016865,0.8390205798350291
11045186,0.4870282898399509
14034659,0.4234150844451072
12024884,0.8157236332753155
12015938,1.0899662990774057
14011284,0.78605181079572
11031171,0.29874611943757545
13010923,0.7131159110106321
12008251,1.2062163976632452
13035874,0.961982868344985
12012513,0.543272554155074
13003434,0.8633738571761941
14018687,0.600618412908283
12005419,1.087593396438217
13049865,0.6819719132327478
12024755,0.9973863049332997
14006846,0.5606343780654546
14023227,0.5861493238506047
11027394,0.9121606640618942
11033559,0.47503680761214423
14006887,0.3770526862761599
12019713,0.3816379213692359
12019135,0.6811288424263005
13040908,0.5795218882222845
13101049,0.6955585060628509
11047070,0.5126016246176633
14016263,0.9696183093817075
13020587,0.17839768858312827
12012782,0.528782162314111
12101118,0.775102296637767
13020535,0.2854459571900884
12028551,0.7357422281385424
14012641,1.053183453936143
13025271,0.7240402750623756
14006544,0.6010496651873393
13011059,0.7724779701496302
13055576,0.7845232472434764
13025832,0.6855552528733845
12012068,0.7551078326057264
13063861,0.5887804867147174
11052736,0.41498626924860677
12012433,0.4790437265519653
14022965,1.0062864687244948
11046356,0.7347694738583167
14027841,0.48169615962841617
11014351,1.0462185364865093
14034483,0.21297663576167014
12004443,0.7287677219806645
12025024,0.9224026308260203
13010951,0.6757422496611197
13063832,1.20350029920259
12024917,0.16600238422990826
